"logger","datetime","temperature","conductivity"
"21064692",2021-09-02 15:15:00,29.452,0
"21064692",2021-09-02 15:30:00,29.752,0
"21064692",2021-09-02 15:45:00,28.754,0
"21064692",2021-09-02 16:00:00,28.159,0
"21064692",2021-09-02 16:15:00,28.06,0
"21064692",2021-09-02 16:30:00,28.655,0
"21064692",2021-09-02 16:45:00,30.356,0
"21064692",2021-09-02 17:00:00,31.574,0
"21064692",2021-09-02 17:15:00,31.37,0
"21064692",2021-09-02 17:30:00,29.652,0
"21064692",2021-09-02 17:45:00,28.953,0
"21064692",2021-09-02 18:00:00,28.357,0
"21064692",2021-09-02 18:15:00,27.665,0
"21064692",2021-09-02 18:30:00,26.977,0
"21064692",2021-09-02 18:45:00,26.488,0
"21064692",2021-09-02 19:00:00,25.708,0
"21064692",2021-09-02 19:15:00,25.222,0
"21064692",2021-09-02 19:30:00,24.738,0
"21064692",2021-09-02 19:45:00,24.545,0
"21064692",2021-09-02 20:00:00,24.351,0
"21064692",2021-09-02 20:15:00,24.255,0
"21064692",2021-09-02 20:30:00,24.158,0
"21064692",2021-09-02 20:45:00,24.158,0
"21064692",2021-09-02 21:00:00,23.966,0
"21064692",2021-09-02 21:15:00,23.484,0
"21064692",2021-09-02 21:30:00,23.196,0
"21064692",2021-09-02 21:45:00,23.196,0
"21064692",2021-09-02 22:00:00,23.1,0
"21064692",2021-09-02 22:15:00,23.388,0
"21064692",2021-09-02 22:30:00,23.388,0
"21064692",2021-09-02 22:45:00,23.292,0
"21064692",2021-09-02 23:00:00,23.292,0
"21064692",2021-09-02 23:15:00,23.196,0
"21064692",2021-09-02 23:30:00,23.196,0
"21064692",2021-09-02 23:45:00,23.1,0
"21064692",2021-09-03 00:00:00,23.196,0
"21064692",2021-09-03 00:15:00,23.196,0
"21064692",2021-09-03 00:30:00,23.196,0
"21064692",2021-09-03 00:45:00,23.196,0
"21064692",2021-09-03 01:00:00,23.196,0
"21064692",2021-09-03 01:15:00,23.1,0
"21064692",2021-09-03 01:30:00,23.004,0
"21064692",2021-09-03 01:45:00,22.908,0
"21064692",2021-09-03 02:00:00,22.908,0
"21064692",2021-09-03 02:15:00,22.908,0
"21064692",2021-09-03 02:30:00,22.717,0
"21064692",2021-09-03 02:45:00,22.717,0
"21064692",2021-09-03 03:00:00,22.908,0
"21064692",2021-09-03 03:15:00,23.004,0
"21064692",2021-09-03 03:30:00,23.1,0
"21064692",2021-09-03 03:45:00,23.1,0
"21064692",2021-09-03 04:00:00,23.1,24800.2
"21064692",2021-09-03 04:15:00,23.292,24800.2
"21064692",2021-09-03 04:30:00,22.717,14466.8
"21064692",2021-09-03 04:45:00,22.525,44089.2
"21064692",2021-09-03 05:00:00,22.525,55111.5
"21064692",2021-09-03 05:15:00,22.525,60622.6
"21064692",2021-09-03 05:30:00,22.333,49600.3
"21064692",2021-09-03 05:45:00,22.238,55111.5
"21064692",2021-09-03 06:00:00,22.142,57867
"21064692",2021-09-03 06:15:00,22.046,63378.2
"21064692",2021-09-03 06:30:00,21.951,66133.8
"21064692",2021-09-03 06:45:00,21.855,68889.3
"21064692",2021-09-03 07:00:00,21.76,71644.9
"21064692",2021-09-03 07:15:00,21.76,74400.5
"21064692",2021-09-03 07:30:00,21.664,74400.5
"21064692",2021-09-03 07:45:00,21.569,77156.1
"21064692",2021-09-03 08:00:00,21.473,79911.6
"21064692",2021-09-03 08:15:00,21.473,79911.6
"21064692",2021-09-03 08:30:00,21.569,82667.2
"21064692",2021-09-03 08:45:00,21.569,82667.2
"21064692",2021-09-03 09:00:00,21.569,82667.2
"21064692",2021-09-03 09:15:00,21.76,85422.8
"21064692",2021-09-03 09:30:00,21.855,85422.8
"21064692",2021-09-03 09:45:00,21.951,85422.8
"21064692",2021-09-03 10:00:00,22.142,88178.4
"21064692",2021-09-03 10:15:00,22.142,88178.4
"21064692",2021-09-03 10:30:00,22.429,88178.4
"21064692",2021-09-03 10:45:00,22.621,88178.4
"21064692",2021-09-03 11:00:00,22.908,88178.4
"21064692",2021-09-03 11:15:00,23.004,88178.4
"21064692",2021-09-03 11:30:00,23.484,93689.5
"21064692",2021-09-03 11:45:00,23.869,93689.5
"21064692",2021-09-03 12:00:00,24.255,93689.5
"21064692",2021-09-03 12:15:00,24.738,93689.5
"21064692",2021-09-03 12:30:00,25.319,93689.5
"21064692",2021-09-03 12:45:00,25.416,93689.5
"21064692",2021-09-03 13:00:00,25.708,93689.5
"21064692",2021-09-03 13:15:00,26.292,93689.5
"21064692",2021-09-03 13:30:00,26.585,99200.7
"21064692",2021-09-03 13:45:00,26.879,99200.7
"21064692",2021-09-03 14:00:00,27.764,99200.7
"21064692",2021-09-03 14:15:00,29.552,99200.7
"21064692",2021-09-03 14:30:00,30.054,93689.5
"21064692",2021-09-03 14:45:00,30.457,107.6
"21064692",2021-09-03 15:00:00,31.472,10.8
"21064692",2021-09-03 15:15:00,33.535,0
"21064692",2021-09-03 15:30:00,34.585,0
"21064692",2021-09-03 15:45:00,34.903,0
"21064692",2021-09-03 16:00:00,34.903,0
"21064692",2021-09-03 16:15:00,35.115,0
"21064692",2021-09-03 16:30:00,35.009,0
"21064692",2021-09-03 16:45:00,34.268,0
"21064692",2021-09-03 17:00:00,32.394,0
"21064692",2021-09-03 17:15:00,30.963,0
"21064692",2021-09-03 17:30:00,30.054,0
"21064692",2021-09-03 17:45:00,29.352,0
"21064692",2021-09-03 18:00:00,29.053,0
"21064692",2021-09-03 18:15:00,28.357,0
"21064692",2021-09-03 18:30:00,27.665,0
"21064692",2021-09-03 18:45:00,27.075,0
"21064692",2021-09-03 19:00:00,26.488,0
"21064692",2021-09-03 19:15:00,25.805,0
"21064692",2021-09-03 19:30:00,25.125,0
"21064692",2021-09-03 19:45:00,24.448,0
"21064692",2021-09-03 20:00:00,23.869,0
"21064692",2021-09-03 20:15:00,23.388,0
"21064692",2021-09-03 20:30:00,23.1,0
"21064692",2021-09-03 20:45:00,22.812,0
"21064692",2021-09-03 21:00:00,22.812,0
"21064692",2021-09-03 21:15:00,22.717,0
"21064692",2021-09-03 21:30:00,22.621,0
"21064692",2021-09-03 21:45:00,22.525,0
"21064692",2021-09-03 22:00:00,22.429,0
"21064692",2021-09-03 22:15:00,22.333,0
"21064692",2021-09-03 22:30:00,22.333,0
"21064692",2021-09-03 22:45:00,22.333,0
"21064692",2021-09-03 23:00:00,22.333,0
"21064692",2021-09-03 23:15:00,22.238,0
"21064692",2021-09-03 23:30:00,22.238,0
"21064692",2021-09-03 23:45:00,22.142,0
"21064692",2021-09-04 00:00:00,22.046,0
"21064692",2021-09-04 00:15:00,22.142,0
"21064692",2021-09-04 00:30:00,22.238,0
"21064692",2021-09-04 00:45:00,21.951,0
"21064692",2021-09-04 01:00:00,21.473,19289
"21064692",2021-09-04 01:15:00,21.378,23422.4
"21064692",2021-09-04 01:30:00,21.187,17911.2
"21064692",2021-09-04 01:45:00,21.091,20666.8
"21064692",2021-09-04 02:00:00,21.282,27555.7
"21064692",2021-09-04 02:15:00,21.378,35822.5
"21064692",2021-09-04 02:30:00,21.473,44089.2
"21064692",2021-09-04 02:45:00,21.569,49600.3
"21064692",2021-09-04 03:00:00,21.664,55111.5
"21064692",2021-09-04 03:15:00,21.664,60622.6
"21064692",2021-09-04 03:30:00,21.664,63378.2
"21064692",2021-09-04 03:45:00,21.664,66133.8
"21064692",2021-09-04 04:00:00,21.664,68889.3
"21064692",2021-09-04 04:15:00,21.569,71644.9
"21064692",2021-09-04 04:30:00,21.569,74400.5
"21064692",2021-09-04 04:45:00,21.569,74400.5
"21064692",2021-09-04 05:00:00,21.473,77156.1
"21064692",2021-09-04 05:15:00,21.473,77156.1
"21064692",2021-09-04 05:30:00,21.473,79911.6
"21064692",2021-09-04 05:45:00,21.473,79911.6
"21064692",2021-09-04 06:00:00,21.378,79911.6
"21064692",2021-09-04 06:15:00,21.378,82667.2
"21064692",2021-09-04 06:30:00,21.378,82667.2
"21064692",2021-09-04 06:45:00,21.282,82667.2
"21064692",2021-09-04 07:00:00,21.282,82667.2
"21064692",2021-09-04 07:15:00,21.282,82667.2
"21064692",2021-09-04 07:30:00,21.282,82667.2
"21064692",2021-09-04 07:45:00,21.282,82667.2
"21064692",2021-09-04 08:00:00,21.378,82667.2
"21064692",2021-09-04 08:15:00,21.378,85422.8
"21064692",2021-09-04 08:30:00,21.378,85422.8
"21064692",2021-09-04 08:45:00,21.473,85422.8
"21064692",2021-09-04 09:00:00,21.473,85422.8
"21064692",2021-09-04 09:15:00,21.378,85422.8
"21064692",2021-09-04 09:30:00,21.378,85422.8
"21064692",2021-09-04 09:45:00,21.378,85422.8
"21064692",2021-09-04 10:00:00,21.473,85422.8
"21064692",2021-09-04 10:15:00,21.473,85422.8
"21064692",2021-09-04 10:30:00,21.569,85422.8
"21064692",2021-09-04 10:45:00,21.569,85422.8
"21064692",2021-09-04 11:00:00,21.569,88178.4
"21064692",2021-09-04 11:15:00,21.569,88178.4
"21064692",2021-09-04 11:30:00,21.569,88178.4
"21064692",2021-09-04 11:45:00,21.664,88178.4
"21064692",2021-09-04 12:00:00,21.855,88178.4
"21064692",2021-09-04 12:15:00,21.855,88178.4
"21064692",2021-09-04 12:30:00,21.76,88178.4
"21064692",2021-09-04 12:45:00,21.664,88178.4
"21064692",2021-09-04 13:00:00,21.664,88178.4
"21064692",2021-09-04 13:15:00,21.76,88178.4
"21064692",2021-09-04 13:30:00,21.76,88178.4
"21064692",2021-09-04 13:45:00,22.142,88178.4
"21064692",2021-09-04 14:00:00,22.142,88178.4
"21064692",2021-09-04 14:15:00,22.238,88178.4
"21064692",2021-09-04 14:30:00,22.333,88178.4
"21064692",2021-09-04 14:45:00,22.429,88178.4
"21064692",2021-09-04 15:00:00,22.621,93689.5
"21064692",2021-09-04 15:15:00,22.812,93689.5
"21064692",2021-09-04 15:30:00,22.908,93689.5
"21064692",2021-09-04 15:45:00,22.812,93689.5
"21064692",2021-09-04 16:00:00,22.621,93689.5
"21064692",2021-09-04 16:15:00,22.429,93689.5
"21064692",2021-09-04 16:30:00,22.429,93689.5
"21064692",2021-09-04 16:45:00,22.333,93689.5
"21064692",2021-09-04 17:00:00,22.238,93689.5
"21064692",2021-09-04 17:15:00,22.046,93689.5
"21064692",2021-09-04 17:30:00,21.951,93689.5
"21064692",2021-09-04 17:45:00,21.951,93689.5
"21064692",2021-09-04 18:00:00,21.855,93689.5
"21064692",2021-09-04 18:15:00,21.76,93689.5
"21064692",2021-09-04 18:30:00,21.664,93689.5
"21064692",2021-09-04 18:45:00,21.569,93689.5
"21064692",2021-09-04 19:00:00,21.473,93689.5
"21064692",2021-09-04 19:15:00,21.473,93689.5
"21064692",2021-09-04 19:30:00,21.378,93689.5
"21064692",2021-09-04 19:45:00,21.282,93689.5
"21064692",2021-09-04 20:00:00,21.187,93689.5
"21064692",2021-09-04 20:15:00,21.091,93689.5
"21064692",2021-09-04 20:30:00,20.901,93689.5
"21064692",2021-09-04 20:45:00,20.805,93689.5
"21064692",2021-09-04 21:00:00,20.71,93689.5
"21064692",2021-09-04 21:15:00,20.71,93689.5
"21064692",2021-09-04 21:30:00,20.615,93689.5
"21064692",2021-09-04 21:45:00,20.519,93689.5
"21064692",2021-09-04 22:00:00,20.519,93689.5
"21064692",2021-09-04 22:15:00,20.424,93689.5
"21064692",2021-09-04 22:30:00,20.329,93689.5
"21064692",2021-09-04 22:45:00,20.329,93689.5
"21064692",2021-09-04 23:00:00,20.234,93689.5
"21064692",2021-09-04 23:15:00,20.234,93689.5
"21064692",2021-09-04 23:30:00,20.138,93689.5
"21064692",2021-09-04 23:45:00,20.138,93689.5
"21064692",2021-09-05 00:00:00,20.043,93689.5
"21064692",2021-09-05 00:15:00,20.043,93689.5
"21064692",2021-09-05 00:30:00,19.948,93689.5
"21064692",2021-09-05 00:45:00,19.948,93689.5
"21064692",2021-09-05 01:00:00,19.948,93689.5
"21064692",2021-09-05 01:15:00,19.853,93689.5
"21064692",2021-09-05 01:30:00,19.853,93689.5
"21064692",2021-09-05 01:45:00,19.853,93689.5
"21064692",2021-09-05 02:00:00,19.853,93689.5
"21064692",2021-09-05 02:15:00,19.758,93689.5
"21064692",2021-09-05 02:30:00,19.758,93689.5
"21064692",2021-09-05 02:45:00,19.758,93689.5
"21064692",2021-09-05 03:00:00,19.662,93689.5
"21064692",2021-09-05 03:15:00,19.662,93689.5
"21064692",2021-09-05 03:30:00,19.567,93689.5
"21064692",2021-09-05 03:45:00,19.567,93689.5
"21064692",2021-09-05 04:00:00,19.567,93689.5
"21064692",2021-09-05 04:15:00,19.472,93689.5
"21064692",2021-09-05 04:30:00,19.472,93689.5
"21064692",2021-09-05 04:45:00,19.472,93689.5
"21064692",2021-09-05 05:00:00,19.377,93689.5
"21064692",2021-09-05 05:15:00,19.377,93689.5
"21064692",2021-09-05 05:30:00,19.377,93689.5
"21064692",2021-09-05 05:45:00,19.377,93689.5
"21064692",2021-09-05 06:00:00,19.282,93689.5
"21064692",2021-09-05 06:15:00,19.282,93689.5
"21064692",2021-09-05 06:30:00,19.282,93689.5
"21064692",2021-09-05 06:45:00,19.282,93689.5
"21064692",2021-09-05 07:00:00,19.282,93689.5
"21064692",2021-09-05 07:15:00,19.282,93689.5
"21064692",2021-09-05 07:30:00,19.282,93689.5
"21064692",2021-09-05 07:45:00,19.282,93689.5
"21064692",2021-09-05 08:00:00,19.377,93689.5
"21064692",2021-09-05 08:15:00,19.472,93689.5
"21064692",2021-09-05 08:30:00,19.567,93689.5
"21064692",2021-09-05 08:45:00,19.662,93689.5
"21064692",2021-09-05 09:00:00,19.758,93689.5
"21064692",2021-09-05 09:15:00,19.853,93689.5
"21064692",2021-09-05 09:30:00,20.043,93689.5
"21064692",2021-09-05 09:45:00,20.138,93689.5
"21064692",2021-09-05 10:00:00,20.329,93689.5
"21064692",2021-09-05 10:15:00,20.519,93689.5
"21064692",2021-09-05 10:30:00,20.71,93689.5
"21064692",2021-09-05 10:45:00,20.901,93689.5
"21064692",2021-09-05 11:00:00,21.091,93689.5
"21064692",2021-09-05 11:15:00,21.282,99200.7
"21064692",2021-09-05 11:30:00,21.378,93689.5
"21064692",2021-09-05 11:45:00,21.187,93689.5
"21064692",2021-09-05 12:00:00,20.996,93689.5
"21064692",2021-09-05 12:15:00,20.996,93689.5
"21064692",2021-09-05 12:30:00,20.996,99200.7
"21064692",2021-09-05 12:45:00,21.473,99200.7
"21064692",2021-09-05 13:00:00,21.951,99200.7
"21064692",2021-09-05 13:15:00,22.238,99200.7
"21064692",2021-09-05 13:30:00,22.525,99200.7
"21064692",2021-09-05 13:45:00,22.812,99200.7
"21064692",2021-09-05 14:00:00,23.004,99200.7
"21064692",2021-09-05 14:15:00,23.1,99200.7
"21064692",2021-09-05 14:30:00,23.196,99200.7
"21064692",2021-09-05 14:45:00,23.292,99200.7
"21064692",2021-09-05 15:00:00,23.292,99200.7
"21064692",2021-09-05 15:15:00,23.292,99200.7
"21064692",2021-09-05 15:30:00,23.196,99200.7
"21064692",2021-09-05 15:45:00,23.1,99200.7
"21064692",2021-09-05 16:00:00,23.004,99200.7
"21064692",2021-09-05 16:15:00,22.812,99200.7
"21064692",2021-09-05 16:30:00,22.621,99200.7
"21064692",2021-09-05 16:45:00,22.525,99200.7
"21064692",2021-09-05 17:00:00,22.238,99200.7
